proposed_sku,official_name,proposed_name,brand,manufacturer,category,category_reason,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,duplicate_status,confidence,notes,decision_reason,evidence_summary,image_match
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-500-GLASS,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,5 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,5 л",стекло,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,,"Фасовки на карточке Кола Premium LIMITED EDITION; А/Б 0,33 = банка (не ПЭТ)",site,shared-line-image
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-330-GLASS,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,33 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,33 л",стекло,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,,"Фасовки на карточке Кола Premium LIMITED EDITION; А/Б 0,33 = банка (не ПЭТ)",site,shared-line-image
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-330-CAN,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,33 л, банка",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,33 л",банка,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,,"Фасовки на карточке Кола Premium LIMITED EDITION; А/Б 0,33 = банка (не ПЭТ)",site,shared-line-image
BAVARIA-BAVARIYA-KOLA-SF-1500-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE газированная, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,,"1,5 л",ПЭТ,Кола Premium SUGAR FREE,газированная,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,,new,high,,"Кола Premium SUGAR FREE ПЭТ 1,5/1/0,5",site,exact
BAVARIA-BAVARIYA-KOLA-SF-1000-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE газированная, 1 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,,1 л,ПЭТ,Кола Premium SUGAR FREE,газированная,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,,new,high,,"Кола Premium SUGAR FREE ПЭТ 1,5/1/0,5",site,exact
BAVARIA-BAVARIYA-KOLA-SF-500-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,5 л",ПЭТ,Кола Premium SUGAR FREE,газированная,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,,new,high,,"Кола Premium SUGAR FREE ПЭТ 1,5/1/0,5",site,exact
BAVARIA-COLALE-COLA-LE-1500-PET,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 1,5 л, ПЭТ",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,,"1,5 л",ПЭТ,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,,СТМ Cola Limited Edition — безалкогольный газированный напиток (описание сети Bristol); фасовки на карточках,site soft-drink description + packs,shared-line-image
BAVARIA-COLALE-COLA-LE-500-PET,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 0,5 л, ПЭТ",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,,"0,5 л",ПЭТ,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,,СТМ Cola Limited Edition — безалкогольный газированный напиток (описание сети Bristol); фасовки на карточках,site soft-drink description + packs,shared-line-image
BAVARIA-COLALE-COLA-LE-450-GLASS,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 0,45 л, стекло",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,,"0,45 л",стекло,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,,СТМ Cola Limited Edition — безалкогольный газированный напиток (описание сети Bristol); фасовки на карточках,site soft-drink description + packs,shared-line-image
BAVARIA-COLALE-COLA-LE-330-CAN,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 0,33 л, банка",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,,"0,33 л",банка,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,,СТМ Cola Limited Edition — безалкогольный газированный напиток (описание сети Bristol); фасовки на карточках,site soft-drink description + packs,shared-line-image
BAVARIA-BAVARIYA-MOHITO-KLUBNIKA-ZEMLYANIKA-450-CAN,Напиток безалкогольный сильногазированный MОХИТО,"Напиток газированный Бавария Мохито Клубника-Земляника газированная, 0,45 л, банка",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,45 л",банка,Мохито Клубника-Земляника,газированная,,0,https://www.bavaria-group.ru/beer-product/napitok-bezalkogolnyj-silnogazirovannyj-mohito,https://www.bavaria-group.ru/files/beer_items/131_1780557583.png,,new,high,,"Безалкогольный мохито, А/Б 0,45 на карточке",site,exact
BAVARIA-BAVARIYA-MOHITO-FRESH-LIME-MINT-SVEZHI-450-CAN,Напиток безалкогольный сильногазированный MОХИТО,"Напиток газированный Бавария Мохито Fresh Lime & Mint (Свежий Лайм & Мята) газированная, 0,45 л, банка",Бавария,ГК ПД «Бавария»,Газированные напитки,,"0,45 л",банка,Мохито Fresh Lime & Mint (Свежий Лайм & Мята),газированная,,0,https://www.bavaria-group.ru/beer-product/napitok-bezalkogolnyj-silnogazirovannyj-mohito,https://www.bavaria-group.ru/files/beer_items/132_1780557699.png,,new,high,,"Безалкогольный мохито, А/Б 0,45 на карточке",site,exact
BAVARIA-MOUNTEA-PERSIK-1500-PET,Холодный чай «Mountea»,"Холодный чай MOUNTEA Персик, 1,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"1,5 л",ПЭТ,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,,new,high,,"Mountea Персик/Лесные ягоды ПЭТ 1,5 и 0,5",site,shared-line-image
BAVARIA-MOUNTEA-PERSIK-500-PET,Холодный чай «Mountea»,"Холодный чай MOUNTEA Персик, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,5 л",ПЭТ,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,,new,high,,"Mountea Персик/Лесные ягоды ПЭТ 1,5 и 0,5",site,shared-line-image
BAVARIA-MOUNTEA-PERSIK-330-CAN,Холодный чай «Mountea»,"Холодный чай MOUNTEA Персик, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,33 л",банка,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,,new,high,,"Mountea ЖБ 0,33 Персик/Лесные ягоды",site,shared-line-image
BAVARIA-MOUNTEA-LESNYE-YAGODY-1500-PET,Холодный чай «Mountea»,"Холодный чай MOUNTEA Лесные ягоды, 1,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"1,5 л",ПЭТ,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,,new,high,,"Mountea Персик/Лесные ягоды ПЭТ 1,5 и 0,5",site,shared-line-image
BAVARIA-MOUNTEA-LESNYE-YAGODY-500-PET,Холодный чай «Mountea»,"Холодный чай MOUNTEA Лесные ягоды, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,5 л",ПЭТ,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,,new,high,,"Mountea Персик/Лесные ягоды ПЭТ 1,5 и 0,5",site,shared-line-image
BAVARIA-MOUNTEA-LESNYE-YAGODY-330-CAN,Холодный чай «Mountea»,"Холодный чай MOUNTEA Лесные ягоды, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,33 л",банка,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,,new,high,,"Mountea ЖБ 0,33 Персик/Лесные ягоды",site,shared-line-image
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GOR-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с лимоном и горной мятой, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,1 л,ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с лимоном и горной мятой, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,5 л",ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-330-CAN,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с лимоном и горной мятой, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,33 л",банка,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMAS-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,1 л,ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,5 л",ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-330-CAN,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,33 л",банка,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIB-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,1 л,ПЭТ,Черный чай с малиной и гибискусом,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIBI-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,5 л",ПЭТ,Черный чай с малиной и гибискусом,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIBI-330-CAN,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,,"0,33 л",банка,Черный чай с малиной и гибискусом,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,,"MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33",site,shared-line-image
BAVARIA-DOBRETSOV-DOBRETSOV-2000-PET,Квас «Добрецовъ»,"Квас Добрецовъ, 2 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,,2 л,ПЭТ,Добрецовъ,,,,https://www.bavaria-group.ru/beer-product/kvas-dobrecov,https://www.bavaria-group.ru/files/beer_items/76_1783510510.jpg,,new,medium,,"Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту.",site retail packs; pdf-brief conflict on 1.2 vs 1.4 noted,exact
BAVARIA-DOBRETSOV-DOBRETSOV-1400-PET,Квас «Добрецовъ»,"Квас Добрецовъ, 1,4 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,,"1,4 л",ПЭТ,Добрецовъ,,,,https://www.bavaria-group.ru/beer-product/kvas-dobrecov,https://www.bavaria-group.ru/files/beer_items/76_1783510510.jpg,,new,medium,,"Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту.",site retail packs; pdf-brief conflict on 1.2 vs 1.4 noted,exact
BAVARIA-DOBRETSOV-DOBRETSOV-450-CAN,Квас «Добрецовъ»,"Квас Добрецовъ, 0,45 л, банка",Добрецовъ,ГК ПД «Бавария»,Квас,,"0,45 л",банка,Добрецовъ,,,,https://www.bavaria-group.ru/beer-product/kvas-dobrecov,https://www.bavaria-group.ru/files/beer_items/76_1783510510.jpg,,new,medium,,"Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту.",site retail packs; pdf-brief conflict on 1.2 vs 1.4 noted,exact
BAVARIA-DOBRETSOV-DOBRETSOV-BOCHKOVOY-2000-PET,Квас «Добрецовъ Бочковой»,"Квас Добрецовъ Бочковой, 2 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,,2 л,ПЭТ,Добрецовъ Бочковой,,,,https://www.bavaria-group.ru/beer-product/kvas-dobrecov-bockovoj,https://www.bavaria-group.ru/files/beer_items/139_1783501193.png,,new,medium,,"Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту.",site retail packs; pdf-brief conflict on 1.2 vs 1.4 noted,exact
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-5000-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,5 л,ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-1500-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"1,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-500-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-330-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 0,33 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,33 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-500-PET,«Горная вода»,"Вода питьевая Горная вода газированная, 0,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,new,medium,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-500-PET,«Горная вода»,"Вода питьевая Горная вода негазированная, 0,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,new,medium,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-450-GLASS,«Горная вода»,"Вода питьевая Горная вода газированная, 0,45 л, стекло",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,45 л",стекло,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,new,medium,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-450-GLASS,«Горная вода»,"Вода питьевая Горная вода негазированная, 0,45 л, стекло",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,45 л",стекло,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,new,medium,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-1500-PET,«Горная вода»,"Вода питьевая Горная вода газированная, 1,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"1,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,new,medium,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-1500-PET,«Горная вода»,"Вода питьевая Горная вода негазированная, 1,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"1,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,new,medium,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-GAZIRO-19000-PET,Питьевая вода для кулеров,"Вода питьевая TBAU «ТБАУ» негазированная газированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,«ТБАУ» негазированная,газированная,,,https://www.bavaria-group.ru/beer-product/pitevaa-voda-dla-kulerov,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,new,medium,,Вода для кулеров 19 л — питьевая вода (не кег алкоголя),site cooler assortment,shared-line-image
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-NEGAZI-19000-PET,Питьевая вода для кулеров,"Вода питьевая TBAU «ТБАУ» негазированная негазированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,«ТБАУ» негазированная,негазированная,,,https://www.bavaria-group.ru/beer-product/pitevaa-voda-dla-kulerov,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,new,medium,,Вода для кулеров 19 л — питьевая вода (не кег алкоголя),site cooler assortment,shared-line-image
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-1500-PET,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 1,5 л, ПЭТ",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,Kazbek-Aqua / минеральная лечебно-столовая вода,"1,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-500-PET,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 0,5 л, ПЭТ",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,Kazbek-Aqua / минеральная лечебно-столовая вода,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-330-GLASS,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 0,33 л, стекло",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,Kazbek-Aqua / минеральная лечебно-столовая вода,"0,33 л",стекло,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,new,high,,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
