proposed_sku,status,image_url,image_match,proposed_name,notes
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMAS-1000-PET,approved,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,shared-line-image,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 1 л, ПЭТ","MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33"
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,shared-line-image,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 0,5 л, ПЭТ","MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33"
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-330-CAN,approved,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,shared-line-image,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 0,33 л, банка","MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33"
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIB-1000-PET,approved,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,shared-line-image,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 1 л, ПЭТ","MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33"
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIBI-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,shared-line-image,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 0,5 л, ПЭТ","MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33"
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIBI-330-CAN,approved,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,shared-line-image,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 0,33 л, банка","MOUNTEA botanic ассортимент × ПЭТ 1,0 / 0,5 / АБ 0,33"
BAVARIA-DOBRETSOV-DOBRETSOV-2000-PET,approved,https://www.bavaria-group.ru/files/beer_items/76_1783510510.jpg,exact,"Квас Добрецовъ, 2 л, ПЭТ","Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту."
BAVARIA-DOBRETSOV-DOBRETSOV-1400-PET,approved,https://www.bavaria-group.ru/files/beer_items/76_1783510510.jpg,exact,"Квас Добрецовъ, 1,4 л, ПЭТ","Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту."
BAVARIA-DOBRETSOV-DOBRETSOV-450-CAN,approved,https://www.bavaria-group.ru/files/beer_items/76_1783510510.jpg,exact,"Квас Добрецовъ, 0,45 л, банка","Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту."
BAVARIA-DOBRETSOV-DOBRETSOV-BOCHKOVOY-2000-PET,approved,https://www.bavaria-group.ru/files/beer_items/139_1783501193.png,exact,"Квас Добрецовъ Бочковой, 2 л, ПЭТ","Сайт: 2 л / 1,4 л / А/Б 0,45. Бриф PDF упоминает ПЭТ 1,2 и банку 0,45 — расхождение 1,2 vs 1,4 оставить в notes, retail SKU по сайту."
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-5000-PET,approved,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,shared-line-image,"Вода питьевая TBAU, 5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,shared-line-image,"Вода питьевая TBAU, 1,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,shared-line-image,"Вода питьевая TBAU, 0,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-330-PET,approved,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,shared-line-image,"Вода питьевая TBAU, 0,33 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,shared-line-image,"Вода питьевая Горная вода газированная, 0,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,shared-line-image,"Вода питьевая Горная вода негазированная, 0,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-450-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,shared-line-image,"Вода питьевая Горная вода газированная, 0,45 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-450-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,shared-line-image,"Вода питьевая Горная вода негазированная, 0,45 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,shared-line-image,"Вода питьевая Горная вода газированная, 1,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,shared-line-image,"Вода питьевая Горная вода негазированная, 1,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-GAZIRO-19000-PET,approved,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,shared-line-image,"Вода питьевая TBAU «ТБАУ» негазированная газированная, 19 л, ПЭТ",Вода для кулеров 19 л — питьевая вода (не кег алкоголя)
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-NEGAZI-19000-PET,approved,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,shared-line-image,"Вода питьевая TBAU «ТБАУ» негазированная негазированная, 19 л, ПЭТ",Вода для кулеров 19 л — питьевая вода (не кег алкоголя)
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,shared-line-image,"Вода минеральная Kazbek-Aqua, 1,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,shared-line-image,"Вода минеральная Kazbek-Aqua, 0,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-330-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,shared-line-image,"Вода минеральная Kazbek-Aqua, 0,33 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU газированная, 0,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU негазированная, 0,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1000-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU газированная, 1 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1000-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU негазированная, 1 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU газированная, 1,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU негазированная, 1,5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-5000-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU газированная, 5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-5000-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU негазированная, 5 л, ПЭТ",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-19000-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU газированная, 19 л, ПЭТ",Вода для кулеров 19 л — питьевая вода (не кег алкоголя)
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-19000-PET,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU негазированная, 19 л, ПЭТ",Вода для кулеров 19 л — питьевая вода (не кег алкоголя)
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-330-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU Premium газированная, 0,33 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-330-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU Premium негазированная, 0,33 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-450-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU Premium газированная, 0,45 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-450-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU Premium негазированная, 0,45 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-500-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU Premium газированная, 0,5 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-500-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,shared-line-image,"Вода питьевая TBAU Premium негазированная, 0,5 л, стекло",Питьевая/минеральная вода: фасовка из dry-run + карточка сайта
BAVARIA-TBAU-SPORT-MANUAL,manual,,none,Вода питьевая TBAU Sport (фасовки не разложены),"Линейка Sport упомянута на карточке TBAU, но точные объёмы/газированность не разложены отдельно"
BAVARIA-AVARAL-AVARAL-450-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/94_1726237103.png,exact,"Вода питьевая Аварал, 0,45 л, стекло","СТМ вода Аварал, стекло 0,45; безалкогольный статус очевиден (питьевая вода)"
BAVARIA-AYVA-AYVA-STILL-500-GLASS,approved,https://www.bavaria-group.ru/files/beer_items/93_1726236498.png,shared-line-image,"Вода питьевая Айва негазированная, 0,5 л, стекло","Сайт: Стекло Premium негазированная 0,5 / ПЭТ негазированная 0,5"
BAVARIA-AYVA-AYVA-STILL-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/93_1726236498.png,shared-line-image,"Вода питьевая Айва негазированная, 0,5 л, ПЭТ","Сайт: Стекло Premium негазированная 0,5 / ПЭТ негазированная 0,5"
BAVARIA-VKUSVILL-GAZIROVANNAYA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/112_1757512632.jpg,exact,"Вода питьевая ВкусВилл газированная, 0,5 л, ПЭТ","ВкусВилл Sport Lock 0,5 ПЭТ газ/негаз на карточке"
BAVARIA-VKUSVILL-NEGAZIROVANNAYA-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/112_1757512632.jpg,exact,"Вода питьевая ВкусВилл негазированная, 0,5 л, ПЭТ","ВкусВилл Sport Lock 0,5 ПЭТ газ/негаз на карточке"
BAVARIA-F-SLIVA-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,shared-line-image,"Напиток сокосодержащий Ф Слива, 1,5 л, ПЭТ",Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке
BAVARIA-F-MULTIFRUKT-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,shared-line-image,"Напиток сокосодержащий Ф Мультифрукт, 1,5 л, ПЭТ",Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке
BAVARIA-F-MANGOSTIN-1500-PET,approved,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,shared-line-image,"Напиток сокосодержащий Ф Мангостин, 1,5 л, ПЭТ",Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке
BAVARIA-F-MULTIFRUKT-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/69_1664459351.png,shared-line-image,"Напиток сокосодержащий Ф Мультифрукт, 0,5 л, ПЭТ",Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке
BAVARIA-F-MANGOSTIN-500-PET,approved,https://www.bavaria-group.ru/files/beer_items/69_1664459351.png,shared-line-image,"Напиток сокосодержащий Ф Мангостин, 0,5 л, ПЭТ",Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке
