sku,proposed_name,image_class,source_image_url,local_image_path,notes
BAVARIA-HONG-YABLOKO-SHELKOVITSA-FORMAT-0-500-PET,"Напиток газированный ХОНГÆ Яблоко-шелковица Формат 0,5 л. газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,carried from site dry-run
BAVARIA-BAVARIYA-SLADKIY-SILNOGAZIROVANNYY-N-450-GLASS,"Напиток газированный Бавария Сладкий сильногазированный напиток «Южная Чайка» газированная, 0,45 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-sladkiy-silnogazirov-0-45-l-steklo.jpg,carried from site dry-run
BAVARIA-BAVARIYA-SLADKIY-SILNOGAZIROVANNYY-NAP-500-PET,"Напиток газированный Бавария Сладкий сильногазированный напиток «Южная Чайка» газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-sladkiy-silnogazirov-0-45-l-steklo.jpg,carried from site dry-run
BAVARIA-SWIPE-SILNOGAZIROVANNYY-NAPITOK-SW-1500-PET,"Напиток газированный SWIPE Сильногазированный напиток «» газированная, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-swipe-silnogazirovannyy-na-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-SWIPE-SILNOGAZIROVANNYY-NAPITOK-SWI-500-PET,"Напиток газированный SWIPE Сильногазированный напиток «» газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-swipe-silnogazirovannyy-na-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-SWIPE-SILNOGAZIROVANNYY-NAPITOK-33000-GLASS,"Напиток газированный SWIPE Сильногазированный напиток «» газированная, 33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-swipe-silnogazirovannyy-na-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-1500-PET,"Вода минеральная Kazbek-Aqua, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-500-PET,"Вода минеральная Kazbek-Aqua, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-330-GLASS,"Вода минеральная Kazbek-Aqua, 0,33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,carried from site dry-run
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-500-PET,"Вода питьевая TBAU газированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-500-PET,"Вода питьевая TBAU негазированная, 0,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1000-PET,"Вода питьевая TBAU газированная, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1000-PET,"Вода питьевая TBAU негазированная, 1 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1500-PET,"Вода питьевая TBAU газированная, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1500-PET,"Вода питьевая TBAU негазированная, 1,5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-5000-PET,"Вода питьевая TBAU газированная, 5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-5000-PET,"Вода питьевая TBAU негазированная, 5 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-19000-PET,"Вода питьевая TBAU газированная, 19 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-19000-PET,"Вода питьевая TBAU негазированная, 19 л, ПЭТ",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-330-GLASS,"Вода питьевая TBAU Premium газированная, 0,33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-330-GLASS,"Вода питьевая TBAU Premium негазированная, 0,33 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-450-GLASS,"Вода питьевая TBAU Premium газированная, 0,45 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-450-GLASS,"Вода питьевая TBAU Premium негазированная, 0,45 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-500-GLASS,"Вода питьевая TBAU Premium газированная, 0,5 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-500-GLASS,"Вода питьевая TBAU Premium негазированная, 0,5 л, стекло",exact-site,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,carried from site dry-run
