proposed_sku,official_name,proposed_name,brand,manufacturer,category,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,image_class,duplicate_status,confidence,review_status,notes,sources
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-500-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-330-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 0,33 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,33 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-500-PET,«Горная вода»,"Вода питьевая Горная вода газированная, 0,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,"0,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,exact-site,new,medium,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-500-PET,«Горная вода»,"Вода питьевая Горная вода негазированная, 0,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,"0,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,exact-site,new,medium,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-450-GLASS,«Горная вода»,"Вода питьевая Горная вода газированная, 0,45 л, стекло",Горная вода,ГК ПД «Бавария»,Питьевая вода,"0,45 л",стекло,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,exact-site,new,medium,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-450-GLASS,«Горная вода»,"Вода питьевая Горная вода негазированная, 0,45 л, стекло",Горная вода,ГК ПД «Бавария»,Питьевая вода,"0,45 л",стекло,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,exact-site,new,medium,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-1500-PET,«Горная вода»,"Вода питьевая Горная вода газированная, 1,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,"1,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,exact-site,new,medium,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-1500-PET,«Горная вода»,"Вода питьевая Горная вода негазированная, 1,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,"1,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,exact-site,new,medium,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-PERSIK-1500-PET,Холодный чай «Mountea»,"Холодный чай MOUNTEA Персик, 1,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"1,5 л",ПЭТ,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-persik-1-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-PERSIK-500-PET,Холодный чай «Mountea»,"Холодный чай MOUNTEA Персик, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,5 л",ПЭТ,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-persik-1-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-LESNYE-YAGODY-330-CAN,Холодный чай «Mountea»,"Холодный чай MOUNTEA Лесные ягоды, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,33 л",банка,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-lesnye-yagody-0-33-l-banka.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-PERSIK-ZHB-0-33-L-330-CAN,Холодный чай «Mountea»,"Холодный чай MOUNTEA Персик ЖБ 0,33 л, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,33 л",банка,"Персик ЖБ 0,33 л",,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-lesnye-yagody-0-33-l-banka.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITION-1500-PET,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"1,5 л",ПЭТ,Кола Premium LIMITED EDITION,,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITION-500-PET,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Кола Premium LIMITED EDITION,,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITIO-500-GLASS,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,5 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,5 л",стекло,Кола Premium LIMITED EDITION,,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITIO-330-GLASS,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,33 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,33 л",стекло,Кола Premium LIMITED EDITION,,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-LIMITED-EDITION-330-PET,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION, 0,33 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,33 л",ПЭТ,Кола Premium LIMITED EDITION,,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-limited-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-SUGAR-FREE-BEZ-1500-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"1,5 л",ПЭТ,Кола Premium SUGAR FREE,,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-sugar-f-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-SUGAR-FREE-BEZ-1000-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE, 1 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,1 л,ПЭТ,Кола Premium SUGAR FREE,,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-sugar-f-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-KOLA-PREMIUM-SUGAR-FREE-BEZ-S-500-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Кола Premium SUGAR FREE,,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-kola-premium-sugar-f-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GOR-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA Черный чай с лимоном и горной мятой, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,1 л,ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-1-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMAS-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA Зеленый чай с манго и ромашкой, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,1 л,ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-1-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA Черный чай с лимоном и горной мятой, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,5 л",ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/136_1783424134.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA Зеленый чай с манго и ромашкой, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,5 л",ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/136_1783424134.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-330-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA Черный чай с лимоном и горной мятой, 0,33 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,33 л",ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/137_1783424192.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-33-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-330-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA Зеленый чай с манго и ромашкой, 0,33 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"0,33 л",ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/137_1783424192.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-chernyy-chay-s-limon-0-33-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-MOHITO-KLUBNIKA-ZEMLYANIKA-GA-450-PET,Напиток безалкогольный сильногазированный MОХИТО,"Напиток газированный Бавария ​ Мохито Клубника-Земляника газированная, 0,45 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,45 л",ПЭТ,​ Мохито Клубника-Земляника,газированная,,0,https://www.bavaria-group.ru/beer-product/napitok-bezalkogolnyj-silnogazirovannyj-mohito,https://www.bavaria-group.ru/files/beer_items/131_1780557583.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-mohito-klubnika-zeml-0-45-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-MOHITO-FRESH-LIME-MINT-SVEZHI-450-PET,Напиток безалкогольный сильногазированный MОХИТО,"Напиток газированный Бавария ​ Мохито Fresh Lime & Mint (Свежий Лайм & Мята) газированная, 0,45 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,45 л",ПЭТ,​ Мохито Fresh Lime & Mint (Свежий Лайм & Мята),газированная,,0,https://www.bavaria-group.ru/beer-product/napitok-bezalkogolnyj-silnogazirovannyj-mohito,https://www.bavaria-group.ru/files/beer_items/132_1780557699.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-mohito-fresh-lime-mi-0-45-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-NEW-ORANGE-500-PET,New Orange,"Напиток газированный Бавария, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/new-orange,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-new-orange-0-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-NEW-ORANGE-1000-PET,New Orange,"Напиток газированный Бавария, 1 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,1 л,ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/new-orange,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-new-orange-0-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-NEW-ORANGE-1500-PET,New Orange,"Напиток газированный Бавария, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"1,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/new-orange,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-new-orange-0-5-l-pet.png,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-GAZIRO-19000-PET,Питьевая вода для кулеров,"Вода питьевая TBAU «ТБАУ» негазированная газированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,19 л,ПЭТ,«ТБАУ» негазированная,газированная,,,https://www.bavaria-group.ru/beer-product/pitevaa-voda-dla-kulerov,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-NEGAZI-19000-PET,Питьевая вода для кулеров,"Вода питьевая TBAU «ТБАУ» негазированная негазированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,19 л,ПЭТ,«ТБАУ» негазированная,негазированная,,,https://www.bavaria-group.ru/beer-product/pitevaa-voda-dla-kulerov,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-HONG-EZHEVIKA-GAZIROVANNAYA-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Ежевика газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Ежевика,газированная,,0,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-HONG-CHERESHNYA-GAZIROVANNAYA-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Черешня газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Черешня,газированная,,0,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-HONG-VINOGRAD-GAZIROVANNAYA-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Виноград газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Виноград,газированная,,0,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-HONG-YABLOKO-SHELKOVITSA-FORMAT-0-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Яблоко-шелковица Формат 0,5 л. газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,"Яблоко-шелковица Формат 0,5 л.",газированная,,0,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-hong-ezhevika-0-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-SLADKIY-SILNOGAZIROVANNYY-N-450-GLASS,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Сладкий сильногазированный напиток «Южная Чайка» газированная, 0,45 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,45 л",стекло,Сладкий сильногазированный напиток «Южная Чайка»,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-sladkiy-silnogazirov-0-45-l-steklo.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-BAVARIYA-SLADKIY-SILNOGAZIROVANNYY-NAP-500-PET,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Сладкий сильногазированный напиток «Южная Чайка» газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Сладкий сильногазированный напиток «Южная Чайка»,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-bavariya-sladkiy-silnogazirov-0-45-l-steklo.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-SWIPE-SILNOGAZIROVANNYY-NAPITOK-SW-1500-PET,Сильногазированный напиток «SWIPE»,"Напиток газированный SWIPE Сильногазированный напиток «» газированная, 1,5 л, ПЭТ",SWIPE,ГК ПД «Бавария»,Газированные напитки,"1,5 л",ПЭТ,Сильногазированный напиток «SWIPE»,газированная,,,https://www.bavaria-group.ru/beer-product/swipe,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-swipe-silnogazirovannyy-na-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-SWIPE-SILNOGAZIROVANNYY-NAPITOK-SWI-500-PET,Сильногазированный напиток «SWIPE»,"Напиток газированный SWIPE Сильногазированный напиток «» газированная, 0,5 л, ПЭТ",SWIPE,ГК ПД «Бавария»,Газированные напитки,"0,5 л",ПЭТ,Сильногазированный напиток «SWIPE»,газированная,,,https://www.bavaria-group.ru/beer-product/swipe,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-swipe-silnogazirovannyy-na-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-SWIPE-SILNOGAZIROVANNYY-NAPITOK-33000-GLASS,Сильногазированный напиток «SWIPE»,"Напиток газированный SWIPE Сильногазированный напиток «» газированная, 33 л, стекло",SWIPE,ГК ПД «Бавария»,Газированные напитки,33 л,стекло,Сильногазированный напиток «SWIPE»,газированная,,,https://www.bavaria-group.ru/beer-product/swipe,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-swipe-silnogazirovannyy-na-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
