proposed_sku,official_name,proposed_name,brand,manufacturer,line,flavor,flavor_key,volume_ml,volume_text,package_type,package_code,carbonation,category,category_slug,category_id,category_status,source_url,source_image_url,image_path,image_match_status,image_width,image_height,image_mime,source_image_sha256,processed_sha256,duplicate_status,confidence,review_status,review_reason,volume_confidence,notes,wp_slug,sales_status,price_amount,orderable,availability,units_per_package
IRIB-MINDARI-MOHITO-UNKNOWN-GLASS,Лимонад мохито,Mindari мохито,Mindari,ООО «ИРИБ»,MINDARI,мохито,MOHITO,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-mohito/,https://irib.su/wp-content/uploads/2023/09/lime-limonad-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-MINDARI-MOHITO-UNKNOWN-GLASS.webp,exact_low_res,125,380,image/png,377c86daa6c096ba7ebe2a81e367f43f97f1aa9cd9301a4e35fe7ea4a8c38314,60b1737f9f03a8e50cdb7673fd1aa7002f77120d1f27c1c5e9dd617697c651c8,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-mohito,showcase,,false,on_order,1
IRIB-MINDARI-SHIPOVNIKOM-UNKNOWN-GLASS,Лимонад с шиповником,Mindari шиповником,Mindari,ООО «ИРИБ»,MINDARI,шиповником,SHIPOVNIKOM,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/limonad-s-shipovnikom/,https://irib.su/wp-content/uploads/2023/09/shipovnik-limonad.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-MINDARI-SHIPOVNIKOM-UNKNOWN-GLASS.webp,exact_low_res,125,380,image/png,05b6a6ee92669b2410f6d944773b68cfb664f5c86f4781ba910703a6c27c8eb6,57b36a7f15ca0ebcabbb10dd430496125a8da27c8a2700b169a74093edb62feb,new_product,medium,manual,volume_unknown,none,volume_unknown,limonad-s-shipovnikom,showcase,,false,on_order,1
IRIB-NEKTAR-ABRIKOSOVYY-3000-PET,Абрикосовый нектар 3л,"Нектар Ириб Абрикосовый, 3 л, ПЭТ",Ириб,ООО «ИРИБ»,NEKTAR,Абрикосовый,ABRIKOSOVYY,3000,3 л,ПЭТ,PET,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/abrikosovyj-nektar/,https://irib.su/wp-content/uploads/2021/04/abrik-nektar3l-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-NEKTAR-ABRIKOSOVYY-3000-PET.webp,exact_low_res,222,366,image/png,6371d83da7978acff6e76f17afd7161d1c83d0d78e292d29ea629a20d1cb70c0,a0e7d0022bbcfb9242ddf0c86f1c11b424451f2239b6b2810b5c4c748f893b7a,new_product,medium,approved,,high,,abrikosovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-ABRIKOSOVYY-330-GLASS,Абрикосовый нектар,"Нектар Ириб Абрикосовый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Абрикосовый,ABRIKOSOVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/abrikosovyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,abrikosovyj-sok,showcase,,false,on_order,1
IRIB-NEKTAR-ABRIKOSOVYY-500-GLASS,Абрикосовый нектар,"Нектар Ириб Абрикосовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Абрикосовый,ABRIKOSOVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/abrikosovyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,abrikosovyj-sok,showcase,,false,on_order,1
IRIB-NEKTAR-ABRIKOSOVYY-750-GLASS,Абрикосовый нектар,"Нектар Ириб Абрикосовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Абрикосовый,ABRIKOSOVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/abrikosovyj-sok/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,abrikosovyj-sok,showcase,,false,on_order,1
IRIB-NEKTAR-MANGOVYY-330-GLASS,Манговый нектар,"Нектар Ириб Манговый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Манговый,MANGOVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/irib-mango/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,irib-mango,showcase,,false,on_order,1
IRIB-NEKTAR-MANGOVYY-500-GLASS,Манговый нектар,"Нектар Ириб Манговый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Манговый,MANGOVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/irib-mango/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,irib-mango,showcase,,false,on_order,1
IRIB-NEKTAR-PERSIKOVYY-500-GLASS,Персиковый нектар,"Нектар Ириб Персиковый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Персиковый,PERSIKOVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/persikovyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,persikovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-PERSIKOVYY-750-GLASS,Персиковый нектар,"Нектар Ириб Персиковый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Персиковый,PERSIKOVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/persikovyj-nektar/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,persikovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-330-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 330 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,330,330 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-500-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-VISHNEVYY-750-GLASS,Вишневый нектар,"Нектар Ириб Вишневый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Вишневый,VISHNEVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/vishnevyj-nektar/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,vishnevyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNO-ABRIKOSOVYY-3000-PET,Яблочно-абрикосовый нектар 3л,"Нектар Ириб Яблочно-абрикосовый, 3 л, ПЭТ",Ириб,ООО «ИРИБ»,NEKTAR,Яблочно-абрикосовый,YABLOCHNO-ABRIKOSOVYY,3000,3 л,ПЭТ,PET,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochno-abrikosovyj-nektar-3l/,https://irib.su/wp-content/uploads/2021/04/yabl-abrik-nektar3l-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-NEKTAR-YABLOCHNO-ABRIKOSOVYY-3000-PET.webp,exact_low_res,222,366,image/png,56fe0c6451d692f971954b2eda8f440832623c03eb986ea3702852b827e8801e,3df299b4c0cdfbbeb17f2eab475212311a195a9cd3a1a0f04fbc387ee94809ab,new_product,medium,approved,,high,,yablochno-abrikosovyj-nektar-3l,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNO-ABRIKOSOVYY-500-GLASS,Яблочно-абрикосовый нектар,"Нектар Ириб Яблочно-абрикосовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочно-абрикосовый,YABLOCHNO-ABRIKOSOVYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochno-abrikosovyj-nektar/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochno-abrikosovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNO-ABRIKOSOVYY-750-GLASS,Яблочно-абрикосовый нектар,"Нектар Ириб Яблочно-абрикосовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочно-абрикосовый,YABLOCHNO-ABRIKOSOVYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochno-abrikosovyj-nektar/,,,missing,,,,,,new_product,medium,manual,volume_image_unconfirmed; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochno-abrikosovyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNYY-3000-PET,Яблочный нектар 3л,"Нектар Ириб Яблочный, 3 л, ПЭТ",Ириб,ООО «ИРИБ»,NEKTAR,Яблочный,YABLOCHNYY,3000,3 л,ПЭТ,PET,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochnyj-nektar-3l/,https://irib.su/wp-content/uploads/2021/04/yabl-nektar3l-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-NEKTAR-YABLOCHNYY-3000-PET.webp,exact_low_res,222,366,image/png,045180c9cf22bd065f1c3d9553920375acea88e886b65c601ccbe30da9a39dba,03a3a07c5125a8f612a7e029230c7b9cdcde2ba804e0744fc232d071098157b8,new_product,medium,approved,,high,,yablochnyj-nektar-3l,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNYY-500-GLASS,Яблочный нектар,"Нектар Ириб Яблочный, 500 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочный,YABLOCHNYY,500,500 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochnyj-nektar/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,yablochnyj-nektar,showcase,,false,on_order,1
IRIB-NEKTAR-YABLOCHNYY-750-GLASS,Яблочный нектар,"Нектар Ириб Яблочный, 750 мл, стекло",Ириб,ООО «ИРИБ»,NEKTAR,Яблочный,YABLOCHNYY,750,750 мл,стекло,GLASS,,Нектар,nektar,46d78cfd-6749-441c-9b27-c7237552cad8,mapped,https://irib.su/product/yablochnyj-nektar/,https://irib.su/wp-content/uploads/2021/04/yablochnyi-nektar-075-PhotoRoom-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-NEKTAR-YABLOCHNYY-750-GLASS.webp,exact_low_res,127,366,image/png,2389346f50c52f11ddd4b6b2840e2cb35705eb2c44e32d8eb70cf98dc8607157,90277b762117fd5a7872a93e3b083d459adba1cd8d210d0f39583d426e38a9c8,exact_match,medium,manual,exact_match,high,,yablochnyj-nektar,showcase,,false,on_order,1
IRIB-PROFI-SPORT-BCAA-APELSIN-500-PET,PROFI SPORT BCAA,"PROFI SPORT BCAA Апельсин, 500 мл, ПЭТ",PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,BCAA Апельсин,BCAA-APELSIN,500,500 мл,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/bacaa/,https://irib.su/wp-content/uploads/2021/01/profi-zheltyi-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-BCAA-APELSIN-500-PET.webp,exact_low_res,95,366,image/png,f9b9fdd4fb6e0a0ff43ed096769f3bf34f065c667f76e13cb1be5b959163bf8c,c98a392a384c961894c9914f10cfaf986e1bd32baed4c56284c6075d747354c4,new_product,medium,manual,category_manual,high,category_manual:sports_bcaa,bacaa,showcase,,false,on_order,1
IRIB-PROFI-SPORT-BCAA-CHERNIKA-UNKNOWN-PET,PROFI SPORT BCAA «Черника»,PROFI SPORT BCAA Черника,PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,BCAA Черника,BCAA-CHERNIKA,,,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/profi-sport-bcaa-chernika/,https://irib.su/wp-content/uploads/2024/02/chernika-bcaa-min.webp,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-BCAA-CHERNIKA-UNKNOWN-PET.webp,exact_low_res,92,360,image/webp,f440377e2ae5bfba3733207738b6ac804860f4e9485574027e14b5971d47a306,99b1834a4fb5a8c62e6b746f48dbe284e146a90357900ab7501eaf107f80c205,new_product,medium,manual,volume_unknown; category_manual,none,category_manual:sports_bcaa; volume_unknown,profi-sport-bcaa-chernika,showcase,,false,on_order,1
IRIB-PROFI-SPORT-ENERGY-GUARANA-500-PET,PROFI SPORT ENERGY,"PROFI SPORT Energy Гуарана, 500 мл, ПЭТ",PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,Energy Гуарана,ENERGY-GUARANA,500,500 мл,ПЭТ,PET,негазированный,Энергетические напитки,energeticheskie-napitki,a3f3ce9e-00db-4cb4-961d-54e48343b03d,mapped,https://irib.su/product/energy/,https://irib.su/wp-content/uploads/2021/01/profi-enerdzhi-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-ENERGY-GUARANA-500-PET.webp,exact_low_res,94,366,image/png,f9e13c414b1c8610a514c98144927ac9ce11851e83389a5eda5ee528b4a00884,7c4152a45c7f1b5d41d0d308ec48714bd527bd3adcefc54844b603cce2236a04,new_product,medium,approved,,high,,energy,showcase,,false,on_order,1
IRIB-PROFI-SPORT-ENERGY-GUARANA-UNKNOWN-PET,PROFI SPORT ENERGY со вкусом гуарана,PROFI SPORT Energy Гуарана,PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,Energy Гуарана,ENERGY-GUARANA,,,ПЭТ,PET,негазированный,Энергетические напитки,energeticheskie-napitki,a3f3ce9e-00db-4cb4-961d-54e48343b03d,mapped,https://irib.su/product/profi-sport-energy-so-vkusom-guarana/,https://irib.su/wp-content/uploads/2025/02/guarana-kon-1.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-ENERGY-GUARANA-UNKNOWN-PET.webp,exact_low_res,92,360,image/png,fb96247f9f3ce45fd3deacb5bc83539e538e8c707bd6bd9b7f800a2ced4fdd6b,464a12f4a9713639b534acb00d2ad32a87a1fdd26aa9d0869279820a240e9b08,new_product,medium,manual,volume_unknown,none,volume_unknown,profi-sport-energy-so-vkusom-guarana,showcase,,false,on_order,1
IRIB-PROFI-SPORT-ISOTONIC-GUAVA-500-PET,PROFI SPORT ISOTONIC,"PROFI SPORT Isotonic Гуава, 500 мл, ПЭТ",PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,Isotonic Гуава,ISOTONIC-GUAVA,500,500 мл,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/isotonic/,https://irib.su/wp-content/uploads/2021/01/profi-goluboi-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-ISOTONIC-GUAVA-500-PET.webp,exact_low_res,96,366,image/png,f22d1bb05cc8589584a4d486c256497c61d66d7cd72bc955c2be87b433225688,5d6503b5d97dafcc3ced995c706d497c1535a9a68688eff8ce0a79f87fbc5c36,new_product,medium,manual,category_manual,high,category_manual:sports_isotonic,isotonic,showcase,,false,on_order,1
IRIB-PROFI-SPORT-L-CARNITINE-UNKNOWN-PET,PROFI SPORT L_CARNITINE,PROFI SPORT L-Carnitine,PROFI SPORT,ООО «ИРИБ»,PROFI-SPORT,L-Carnitine,L-CARNITINE,,,ПЭТ,PET,негазированный,,,,manual,https://irib.su/product/l_carnitine/,https://irib.su/wp-content/uploads/2021/01/profi-krasnaya-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-PROFI-SPORT-L-CARNITINE-UNKNOWN-PET.webp,exact_low_res,96,366,image/png,1a1392d09d3e2853d4469fdd23b794955fa6e472e024ca069d1f84a0ce732fee,985c4f0943e3440f609f9c908b8170e7127a85078b6cd2e5eea71d5d41eb9623,new_product,medium,manual,volume_unknown; category_manual,none,category_manual:sports_carnitine; volume_unknown,l_carnitine,showcase,,false,on_order,1
IRIB-RODNICHOK-NEGAZIROVANNAYA-330-PET,Родничок,"Родничок Негазированная, 330 мл, ПЭТ",Родничок,ООО «ИРИБ»,RODNICHOK,Негазированная,NEGAZIROVANNAYA,330,330 мл,ПЭТ,PET,негазированная,Питьевая вода,voda-pitevaya,58b17c1b-ce93-47d6-9e9d-df407b076889,mapped,https://irib.su/product/rodnichok/,https://irib.su/wp-content/uploads/2020/04/image-31.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-RODNICHOK-NEGAZIROVANNAYA-330-PET.webp,exact_low_res,94,311,image/png,6d3de1750b21588f029743b4ec18528083421875b052585f81258a64679405ae,b9b80c6a3bcba96ac8ace09a2ddd88dacadf9b6583becb0ae547ba81804e0fcc,new_product,medium,approved,,high,,rodnichok,showcase,,false,on_order,1
IRIB-RODNIKOVAYA-SVEZHEST-NEGAZIROVANNAYA-19000-PET,Родниковая свежесть,"Родниковая свежесть Негазированная, 19 л, ПЭТ",Родниковая свежесть,ООО «ИРИБ»,RODNIKOVAYA-SVEZHEST,Негазированная,NEGAZIROVANNAYA,19000,19 л,ПЭТ,PET,негазированная,Минеральная вода,voda-mineralnaya,58ba9d27-1100-49af-9644-9bbfe6ea00a2,mapped,https://irib.su/product/rodnikovaya-svezhest-2/,https://irib.su/wp-content/uploads/2021/05/19l-366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-RODNIKOVAYA-SVEZHEST-NEGAZIROVANNAYA-19000-PET.webp,exact_low_res,206,366,image/png,60e3ddcc2160109f6e76fbee586b92a21ea6cc76231c7326b7e45099701dd1b0,e77134464d8085c7ec96634719e106f8df6fa2291c5964c827812140fd2d4697,new_product,medium,approved,,high,,rodnikovaya-svezhest-2,showcase,,false,on_order,1
IRIB-SELESTA-ANANAS-500-GLASS,«Ананас»,"Selesta Ананас, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Ананас,ANANAS,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/ananas/,https://irib.su/wp-content/uploads/2020/04/selesta-ananas366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-ANANAS-500-GLASS.webp,exact_low_res,111,366,image/png,0ace0a745c151ebf7913321a49b9936fc019cf7072a84bda7a911304f674f55f,06461e519a3473ee70869ad0b4dc6e4d2b2774b361508f36959882562a8e877b,new_product,medium,approved,,high,,ananas,showcase,,false,on_order,1
IRIB-SELESTA-GRANAT-500-GLASS,Гранат,"Selesta Гранат, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Гранат,GRANAT,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/granat/,https://irib.su/wp-content/uploads/2020/04/selesta-granat366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-GRANAT-500-GLASS.webp,exact_low_res,111,366,image/png,a60edf6d3e2054c115ecae394a559bc99c3389799ca816928b43fad2ff3ddce0,030fc1610bcb3695124ae4303a2773ee593e59197baab06039f4b2f7097bc5d4,new_product,medium,approved,,high,,granat,showcase,,false,on_order,1
IRIB-SELESTA-GRUSHA-500-GLASS,Груша,"Selesta Груша, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Груша,GRUSHA,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/grusha/,https://irib.su/wp-content/uploads/2020/04/selesta-grusha366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-GRUSHA-500-GLASS.webp,exact_low_res,111,366,image/png,2949bce6566021f2b1e327b0cc68572d1117eb0bbb5142f136eecd1471b52759,f1e52708c210b47582fa6163058b7036b75e33f8dfae8c551e7b8d0e4167d74d,new_product,medium,approved,,high,,grusha,showcase,,false,on_order,1
IRIB-SELESTA-MOHITO-500-GLASS,Мохито,"Selesta Мохито, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Мохито,MOHITO,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/mohito/,https://irib.su/wp-content/uploads/2020/04/selesta-mohito366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-MOHITO-500-GLASS.webp,exact_low_res,111,366,image/png,d66f3b14b7fd35d26021d91629fe1a455561621be8ee188f871d4da1fc5146ba,a58bb0643a3e26b4c110a8d6c568efb4ddcce01236d661255e61a102a68e618a,new_product,medium,approved,,high,,mohito,showcase,,false,on_order,1
IRIB-SELESTA-MULTIFRUKT-750-GLASS,Мультифрукт,"Selesta Мультифрукт, 750 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Мультифрукт,MULTIFRUKT,750,750 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/multifrukt-2/,https://irib.su/wp-content/uploads/2020/04/selesta-multi366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-MULTIFRUKT-750-GLASS.webp,exact_low_res,111,366,image/png,bb048bfe3535349fa1b62f652a4d1cd6ac9ef6f9aa2eb902e6a3fae35de32083,fc305303bb6ea8b47f481bfa842bb0b4f49a9705560762377831fc7e0c75f23c,new_product,medium,approved,,high,,multifrukt-2,showcase,,false,on_order,1
IRIB-SELESTA-SHIPOVNIK-500-GLASS,Шиповник,"Selesta Шиповник, 500 мл, стекло",Selesta,ООО «ИРИБ»,SELESTA,Шиповник,SHIPOVNIK,500,500 мл,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/shipovnik/,https://irib.su/wp-content/uploads/2020/04/selesta-ship366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-SHIPOVNIK-500-GLASS.webp,exact_low_res,111,366,image/png,a710cf604c6b17304dd0a6e77780c39b0726c7d2355b859ce41ddb2fc1515070,729ab3bfbbfb228c43f964f8c07f6c1500373b39ab5cc83714cc03b7488f4197,new_product,medium,approved,,high,,shipovnik,showcase,,false,on_order,1
IRIB-SELESTA-TARHUN-UNKNOWN-GLASS,Тархун,Selesta Тархун,Selesta,ООО «ИРИБ»,SELESTA,Тархун,TARHUN,,,стекло,GLASS,,Лимонады,limonady,a8af36d2-ef7a-49ce-8aea-42fdf99359ae,mapped,https://irib.su/product/tarhun/,https://irib.su/wp-content/uploads/2020/04/selesta-tarhun366.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SELESTA-TARHUN-UNKNOWN-GLASS.webp,exact_low_res,111,366,image/png,8b1b0e92506bd2839659733619bbdf4ead9c4d7af5bbce5213e38e8147beec90,64ddbe2c9f3ace749e13e4b2a9883dceeacdc0d5e515675459c3e64c75b50663,new_product,medium,manual,volume_unknown,none,volume_unknown,tarhun,showcase,,false,on_order,1
IRIB-SOK-ANANASOVYY-500-GLASS,Ананасовый сок,"Сок Ириб Ананасовый, 500 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Ананасовый,ANANASOVYY,500,500 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/sok-ananasovyj/,https://irib.su/wp-content/uploads/2020/04/ananasovyj-05-PhotoRoom-2.png,artifacts/irib-import/2026-08-05T13-53-00-881Z-stage1/processed/IRIB-SOK-ANANASOVYY-500-GLASS.webp,exact_low_res,131,366,image/png,f1a58d66f6948f9534e62960ecf581885de3cb4c2106355e377e089bb2197659,e4e674aeacf836d9dcc4982a3ec6541ce8d618d63227e5bc903dc685e55e5ada,probable_match,medium,manual,probable_match,high,,sok-ananasovyj,showcase,,false,on_order,1
IRIB-SOK-ANANASOVYY-750-GLASS,Ананасовый сок,"Сок Ириб Ананасовый, 750 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Ананасовый,ANANASOVYY,750,750 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/sok-ananasovyj/,,,missing,,,,,,exact_match,medium,manual,volume_image_unconfirmed; exact_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,sok-ananasovyj,showcase,,false,on_order,1
IRIB-SOK-APELSINOVYY-330-GLASS,Апельсиновый сок,"Сок Ириб Апельсиновый, 330 мл, стекло",Ириб,ООО «ИРИБ»,SOK,Апельсиновый,APELSINOVYY,330,330 мл,стекло,GLASS,,Сок,sok,32a861a6-7c39-4329-b17c-09d3a420f7c2,mapped,https://irib.su/product/apelsinovyj-sok/,,,missing,,,,,,probable_match,medium,manual,volume_image_unconfirmed; probable_match; missing_image; multi_volume_image_unassigned,low,multi_volume_image_unassigned,apelsinovyj-sok,showcase,,false,on_order,1
