proposed_sku,official_name,proposed_name,brand,manufacturer,category,category_reason,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,duplicate_status,confidence,notes,decision_reason,evidence_summary,image_match,pdf_page,source_site,source_pdf
BAVARIA-LIMNADA-KREM-SODA-500-PET,"Напиток газированный Лимнада Крем-Сода, 0,5 л, ПЭТ","Напиток газированный Лимнада Крем-Сода, 0,5 л, ПЭТ",Лимнада,ГК ПД «Бавария»,Газированные напитки,"Сайт: ПЭТ 0,5 без Ананас","0,5 л",ПЭТ,Крем-Сода,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,https://www.bavaria-group.ru/files/beer_items/68_1718376439.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-limnada-krem-soda-0-5-l-pet.jpg,new,high,,"Сайт: ПЭТ 0,5 без Ананас",site card,shared-line-image,,site Limnada 0.5 assortment,
BAVARIA-LIMNADA-DYUSHES-500-PET,"Напиток газированный Лимнада Дюшес, 0,5 л, ПЭТ","Напиток газированный Лимнада Дюшес, 0,5 л, ПЭТ",Лимнада,ГК ПД «Бавария»,Газированные напитки,"Сайт: ПЭТ 0,5 без Ананас","0,5 л",ПЭТ,Дюшес,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,https://www.bavaria-group.ru/files/beer_items/68_1718376439.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-limnada-krem-soda-0-5-l-pet.jpg,new,high,,"Сайт: ПЭТ 0,5 без Ананас",site card,shared-line-image,,site Limnada 0.5 assortment,
BAVARIA-LIMNADA-BARBARIS-500-PET,"Напиток газированный Лимнада Барбарис, 0,5 л, ПЭТ","Напиток газированный Лимнада Барбарис, 0,5 л, ПЭТ",Лимнада,ГК ПД «Бавария»,Газированные напитки,"Сайт: ПЭТ 0,5 без Ананас","0,5 л",ПЭТ,Барбарис,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,,,new,high,,"Сайт: ПЭТ 0,5 без Ананас",site card,shared-line-image,,site Limnada 0.5 assortment,
BAVARIA-DREAMIX-KOLA-TSITRUS-330-CAN,"Напиток газированный Dreamix Кола-Цитрус, 0,33 л, банка","Напиток газированный Dreamix Кола-Цитрус, 0,33 л, банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,33 л",банка,Кола-Цитрус,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-KOLA-TSITRUS-500-PET,"Напиток газированный Dreamix Кола-Цитрус, 0,5 л, ПЭТ","Напиток газированный Dreamix Кола-Цитрус, 0,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,5 л",ПЭТ,Кола-Цитрус,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-KOLA-TSITRUS-1500-PET,"Напиток газированный Dreamix Кола-Цитрус, 1,5 л, ПЭТ","Напиток газированный Dreamix Кола-Цитрус, 1,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","1,5 л",ПЭТ,Кола-Цитрус,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-TAYGA-330-CAN,"Напиток газированный Dreamix Тайга, 0,33 л, банка","Напиток газированный Dreamix Тайга, 0,33 л, банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,33 л",банка,Тайга,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-TAYGA-500-PET,"Напиток газированный Dreamix Тайга, 0,5 л, ПЭТ","Напиток газированный Dreamix Тайга, 0,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,5 л",ПЭТ,Тайга,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-TAYGA-1500-PET,"Напиток газированный Dreamix Тайга, 1,5 л, ПЭТ","Напиток газированный Dreamix Тайга, 1,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","1,5 л",ПЭТ,Тайга,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-MOHITO-330-CAN,"Напиток газированный Dreamix Мохито, 0,33 л, банка","Напиток газированный Dreamix Мохито, 0,33 л, банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,33 л",банка,Мохито,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-MOHITO-500-PET,"Напиток газированный Dreamix Мохито, 0,5 л, ПЭТ","Напиток газированный Dreamix Мохито, 0,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,5 л",ПЭТ,Мохито,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-MOHITO-1500-PET,"Напиток газированный Dreamix Мохито, 1,5 л, ПЭТ","Напиток газированный Dreamix Мохито, 1,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","1,5 л",ПЭТ,Мохито,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-KLYUKVA-APELSIN-330-CAN,"Напиток газированный Dreamix Клюква-Апельсин, 0,33 л, банка","Напиток газированный Dreamix Клюква-Апельсин, 0,33 л, банка",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,33 л",банка,Клюква-Апельсин,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-KLYUKVA-APELSIN-500-PET,"Напиток газированный Dreamix Клюква-Апельсин, 0,5 л, ПЭТ","Напиток газированный Dreamix Клюква-Апельсин, 0,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","0,5 л",ПЭТ,Клюква-Апельсин,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-KLYUKVA-APELSIN-1500-PET,"Напиток газированный Dreamix Клюква-Апельсин, 1,5 л, ПЭТ","Напиток газированный Dreamix Клюква-Апельсин, 1,5 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Газированные напитки,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5","1,5 л",ПЭТ,Клюква-Апельсин,газированная,,0,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,,new,high,,"PDF p.20: подписанные вкусы + CAN 0,33 / PET 0,5 / PET 1,5",pdf-image p.20,exact,20,site Dreamix soda packs without flavor titles,p.20 named flavors + pack icons
BAVARIA-DREAMIX-BITTER-LEMON-1000-PET,"Тоник Dreamix Bitter Lemon, 1 л, ПЭТ","Тоник Dreamix Bitter Lemon, 1 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Тоники,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",1 л,ПЭТ,Bitter Lemon,газированная,,0,https://www.bavaria-group.ru/beer-product/dreamix,https://www.bavaria-group.ru/files/beer_items/128_1775214996.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-dreamix-bitter-lemon-1-l-pet.png,new,high,,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",pdf-image p.21,exact,21,"site Dreamix Toniс PET 1л + стекло 0,33",p.21 PET/GL/CAN icons + product photos
BAVARIA-DREAMIX-BITTER-LEMON-330-GLASS,"Тоник Dreamix Bitter Lemon, 0,33 л, стекло","Тоник Dreamix Bitter Lemon, 0,33 л, стекло",Dreamix,ГК ПД «Бавария»,Тоники,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33","0,33 л",стекло,Bitter Lemon,газированная,,0,https://www.bavaria-group.ru/beer-product/dreamix,https://www.bavaria-group.ru/files/beer_items/128_1775214996.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-dreamix-bitter-lemon-1-l-pet.png,new,high,,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",pdf-image p.21,exact,21,"site Dreamix Toniс PET 1л + стекло 0,33",p.21 PET/GL/CAN icons + product photos
BAVARIA-DREAMIX-BITTER-LEMON-330-CAN,"Тоник Dreamix Bitter Lemon, 0,33 л, банка","Тоник Dreamix Bitter Lemon, 0,33 л, банка",Dreamix,ГК ПД «Бавария»,Тоники,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33","0,33 л",банка,Bitter Lemon,газированная,,0,https://www.bavaria-group.ru/beer-product/dreamix,,,new,high,,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",pdf-image p.21,exact,21,,p.21 PET/GL/CAN icons + product photos
BAVARIA-DREAMIX-INDIAN-TONIK-1000-PET,"Тоник Dreamix Indian Tonic, 1 л, ПЭТ","Тоник Dreamix Indian Tonic, 1 л, ПЭТ",Dreamix,ГК ПД «Бавария»,Тоники,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",1 л,ПЭТ,Indian Tonic,газированная,,0,https://www.bavaria-group.ru/beer-product/dreamix,,,new,high,,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",pdf-image p.21,exact,21,"site Dreamix Toniс PET 1л + стекло 0,33",p.21 PET/GL/CAN icons + product photos
BAVARIA-DREAMIX-INDIAN-TONIK-330-GLASS,"Тоник Dreamix Indian Tonic, 0,33 л, стекло","Тоник Dreamix Indian Tonic, 0,33 л, стекло",Dreamix,ГК ПД «Бавария»,Тоники,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33","0,33 л",стекло,Indian Tonic,газированная,,0,https://www.bavaria-group.ru/beer-product/dreamix,,,new,high,,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",pdf-image p.21,exact,21,"site Dreamix Toniс PET 1л + стекло 0,33",p.21 PET/GL/CAN icons + product photos
BAVARIA-DREAMIX-INDIAN-TONIK-330-CAN,"Тоник Dreamix Indian Tonic, 0,33 л, банка","Тоник Dreamix Indian Tonic, 0,33 л, банка",Dreamix,ГК ПД «Бавария»,Тоники,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33","0,33 л",банка,Indian Tonic,газированная,,0,https://www.bavaria-group.ru/beer-product/dreamix,,,new,high,,"PDF p.21: PET 1л / стекло 0,33 / банка 0,33",pdf-image p.21,exact,21,,p.21 PET/GL/CAN icons + product photos
BAVARIA-ROCKET-RIDE-CLASSIC-450-CAN,"Напиток энергетический Rocket Ride Classical, 0,45 л, банка","Напиток энергетический Rocket Ride Classical, 0,45 л, банка",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,45 л",банка,Classical,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-CLASSIC-500-PET,"Напиток энергетический Rocket Ride Classical, 0,5 л, ПЭТ","Напиток энергетический Rocket Ride Classical, 0,5 л, ПЭТ",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,5 л",ПЭТ,Classical,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-MANGO-APRICOT-450-CAN,"Напиток энергетический Rocket Ride Манго Абрикос, 0,45 л, банка","Напиток энергетический Rocket Ride Манго Абрикос, 0,45 л, банка",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,45 л",банка,Манго Абрикос,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-MANGO-APRICOT-500-PET,"Напиток энергетический Rocket Ride Манго Абрикос, 0,5 л, ПЭТ","Напиток энергетический Rocket Ride Манго Абрикос, 0,5 л, ПЭТ",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,5 л",ПЭТ,Манго Абрикос,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-KIVI-YABLOKO-450-CAN,"Напиток энергетический Rocket Ride Киви Яблоко, 0,45 л, банка","Напиток энергетический Rocket Ride Киви Яблоко, 0,45 л, банка",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,45 л",банка,Киви Яблоко,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-KIVI-YABLOKO-500-PET,"Напиток энергетический Rocket Ride Киви Яблоко, 0,5 л, ПЭТ","Напиток энергетический Rocket Ride Киви Яблоко, 0,5 л, ПЭТ",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,5 л",ПЭТ,Киви Яблоко,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-DIKIE-YAGODY-450-CAN,"Напиток энергетический Rocket Ride Дикие Ягоды, 0,45 л, банка","Напиток энергетический Rocket Ride Дикие Ягоды, 0,45 л, банка",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,45 л",банка,Дикие Ягоды,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-DIKIE-YAGODY-500-PET,"Напиток энергетический Rocket Ride Дикие Ягоды, 0,5 л, ПЭТ","Напиток энергетический Rocket Ride Дикие Ягоды, 0,5 л, ПЭТ",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,5 л",ПЭТ,Дикие Ягоды,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-LAYM-LEMONGRAS-450-CAN,"Напиток энергетический Rocket Ride Лайм Лемонграсс, 0,45 л, банка","Напиток энергетический Rocket Ride Лайм Лемонграсс, 0,45 л, банка",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,45 л",банка,Лайм Лемонграсс,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-ROCKET-RIDE-LAYM-LEMONGRAS-500-PET,"Напиток энергетический Rocket Ride Лайм Лемонграсс, 0,5 л, ПЭТ","Напиток энергетический Rocket Ride Лайм Лемонграсс, 0,5 л, ПЭТ",Rocket Ride,ГК ПД «Бавария»,Энергетические напитки,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов","0,5 л",ПЭТ,Лайм Лемонграсс,,,,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,,new,high,,"PDF p.29: CAN 0,45 + PET 0,5 для всех 5 вкусов",pdf-image p.29,exact,29,site flavors without packs,p.29 packs + flavor photos
BAVARIA-MOUNTEA-PERSIK-1500-PET,"Холодный чай MOUNTEA Персик, 1,5 л, ПЭТ","Холодный чай MOUNTEA Персик, 1,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","1,5 л",ПЭТ,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-persik-1-5-l-pet.png,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-PERSIK-500-PET,"Холодный чай MOUNTEA Персик, 0,5 л, ПЭТ","Холодный чай MOUNTEA Персик, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","0,5 л",ПЭТ,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-persik-1-5-l-pet.png,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-PERSIK-330-CAN,"Холодный чай MOUNTEA Персик, 0,33 л, банка","Холодный чай MOUNTEA Персик, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","0,33 л",банка,Персик,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-LESNYE-YAGODY-1500-PET,"Холодный чай MOUNTEA Лесные ягоды, 1,5 л, ПЭТ","Холодный чай MOUNTEA Лесные ягоды, 1,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","1,5 л",ПЭТ,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-LESNYE-YAGODY-500-PET,"Холодный чай MOUNTEA Лесные ягоды, 0,5 л, ПЭТ","Холодный чай MOUNTEA Лесные ягоды, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","0,5 л",ПЭТ,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-LESNYE-YAGODY-330-CAN,"Холодный чай MOUNTEA Лесные ягоды, 0,33 л, банка","Холодный чай MOUNTEA Лесные ягоды, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","0,33 л",банка,Лесные ягоды,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-mountea-lesnye-yagody-0-33-l-banka.png,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-LAYM-MYATA-1500-PET,"Холодный чай MOUNTEA Лайм-мята, 1,5 л, ПЭТ","Холодный чай MOUNTEA Лайм-мята, 1,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","1,5 л",ПЭТ,Лайм-мята,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-LAYM-MYATA-500-PET,"Холодный чай MOUNTEA Лайм-мята, 0,5 л, ПЭТ","Холодный чай MOUNTEA Лайм-мята, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","0,5 л",ПЭТ,Лайм-мята,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-MOUNTEA-LAYM-MYATA-330-CAN,"Холодный чай MOUNTEA Лайм-мята, 0,33 л, банка","Холодный чай MOUNTEA Лайм-мята, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33","0,33 л",банка,Лайм-мята,,,,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,new,high,,"PDF p.24: 3 вкуса × PET 1,5 / 0,5 / CAN 0,33",pdf-image p.24,exact,24,site Персик/Лесные ягоды; Лайм-мята добавлен из PDF,p.24
BAVARIA-DOBRETSOV-HLEBNYY-2000-PET,"Квас Добрецовъ Хлебный, 2 л, ПЭТ","Квас Добрецовъ Хлебный, 2 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",2 л,ПЭТ,Хлебный,,,,https://www.bavaria-group.ru/beer-product/kvas-dobretsov,,,new,high,,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",pdf-image p.13,shared-line-image,13,site PET 2 / ~1.4 + can 0.45,p.13 PET 2/1.42 + CAN 0.45; variants Бочковой/Хлебный
BAVARIA-DOBRETSOV-HLEBNYY-1420-PET,"Квас Добрецовъ Хлебный, 1,42 л, ПЭТ","Квас Добрецовъ Хлебный, 1,42 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л","1,42 л",ПЭТ,Хлебный,,,,https://www.bavaria-group.ru/beer-product/kvas-dobretsov,,,new,high,,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",pdf-image p.13,shared-line-image,13,site PET 2 / ~1.4 + can 0.45,p.13 PET 2/1.42 + CAN 0.45; variants Бочковой/Хлебный
