sku,name,category,category_slug,brand,taste,volume,package,current_image_status,prod_image_url,missing_reason,manifest_image_url,manifest_local_image_path,image_match,pdf_page,source_url,possible_official_source,imaged_sibling_skus,candidate_image_urls,candidate_source_priority,match_confidence,review_status,notes,downloaded_source_paths,local_processed_path,processed_source
BAVARIA-DREAMIX-MOHITO-1500-PET,"Напиток газированный Dreamix Мохито, 1,5 л, ПЭТ",Газированные напитки,gazirovannye-napitki,Dreamix,Мохито,"1,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,20,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,https://www.bavaria-group.ru/files/beer_items/102_1743082553.jpg,official_site,high,confirmed_ready,Flavor-unique trio; crop 1.5 PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/102_1743082553.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-DREAMIX-MOHITO-1500-PET.webp,official_site
BAVARIA-DREAMIX-MOHITO-330-CAN,"Напиток газированный Dreamix Мохито, 0,33 л, банка",Газированные напитки,gazirovannye-napitki,Dreamix,Мохито,"0,33 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,20,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,https://www.bavaria-group.ru/files/beer_items/102_1743082553.jpg,official_site,high,confirmed_ready,Crop 0.33 can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/102_1743082553.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-DREAMIX-MOHITO-330-CAN.webp,official_site
BAVARIA-DREAMIX-MOHITO-500-PET,"Напиток газированный Dreamix Мохито, 0,5 л, ПЭТ",Газированные напитки,gazirovannye-napitki,Dreamix,Мохито,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,20,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,https://www.bavaria-group.ru/files/beer_items/102_1743082553.jpg,official_site,high,confirmed_ready,Crop 0.5 PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/102_1743082553.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-DREAMIX-MOHITO-500-PET.webp,official_site
BAVARIA-DREAMIX-TAYGA-1500-PET,"Напиток газированный Dreamix Тайга, 1,5 л, ПЭТ",Газированные напитки,gazirovannye-napitki,Dreamix,Тайга,"1,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,20,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,https://www.bavaria-group.ru/files/beer_items/101_1743082539.jpg,official_site,high,confirmed_ready,Flavor-unique trio; crop 1.5 PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/101_1743082539.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-DREAMIX-TAYGA-1500-PET.webp,official_site
BAVARIA-DREAMIX-TAYGA-330-CAN,"Напиток газированный Dreamix Тайга, 0,33 л, банка",Газированные напитки,gazirovannye-napitki,Dreamix,Тайга,"0,33 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,20,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,https://www.bavaria-group.ru/files/beer_items/101_1743082539.jpg,official_site,high,confirmed_ready,Crop 0.33 can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/101_1743082539.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-DREAMIX-TAYGA-330-CAN.webp,official_site
BAVARIA-DREAMIX-TAYGA-500-PET,"Напиток газированный Dreamix Тайга, 0,5 л, ПЭТ",Газированные напитки,gazirovannye-napitki,Dreamix,Тайга,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,20,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,https://www.bavaria-group.ru/beer-product/bezalkogolnyj-silnogazirovannyj-napitok-dreamix,,https://www.bavaria-group.ru/files/beer_items/101_1743082539.jpg,official_site,high,confirmed_ready,Crop 0.5 PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/101_1743082539.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-DREAMIX-TAYGA-500-PET.webp,official_site
BAVARIA-LIMNADA-BARBARIS-1500-PET,"Напиток газированный Лимнада Барбарис, 1,5 л, ПЭТ",Газированные напитки,gazirovannye-napitki,Лимнада,Барбарис,"1,5 л",ПЭТ,missing,,shared_line_image_no_unique_packshot,,,shared-line-image,,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,,https://www.bavaria-group.ru/files/beer_items/58_1718608488.jpg,official_site,high,confirmed_ready,Crop Барбарис from 1.5 lineup. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/58_1718608488.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-LIMNADA-BARBARIS-1500-PET.webp,official_site
BAVARIA-LIMNADA-BARBARIS-500-PET,"Напиток газированный Лимнада Барбарис, 0,5 л, ПЭТ",Газированные напитки,gazirovannye-napitki,Лимнада,Барбарис,"0,5 л",ПЭТ,missing,,shared_line_image_no_unique_packshot,,,shared-line-image,,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,https://www.bavaria-group.ru/beer-product/silnogazirovannyj-napitok-limnada,,https://www.bavaria-group.ru/files/beer_items/68_1718376439.jpg,official_site,high,confirmed_ready,Crop Барбарис from 0.5 lineup. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/68_1718376439.jpg,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-LIMNADA-BARBARIS-500-PET.webp,official_site
BAVARIA-MOUNTEA-LAYM-MYATA-1500-PET,"Холодный чай MOUNTEA Лайм-мята, 1,5 л, ПЭТ",Холодный чай,kholodnyy-chay,MOUNTEA,Лайм-мята,"1,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,24,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,official_pdf,high,confirmed_ready,PDF p.24 only; not on site. | Final crop from pdf_page_24 (pdf_box) | Final crop from pdf_page_24 (pdf_box) | Final crop from pdf_page_24 (pdf_box),,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-MOUNTEA-LAYM-MYATA-1500-PET.webp,pdf_page_24
BAVARIA-MOUNTEA-LAYM-MYATA-330-CAN,"Холодный чай MOUNTEA Лайм-мята, 0,33 л, банка",Холодный чай,kholodnyy-chay,MOUNTEA,Лайм-мята,"0,33 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,24,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,official_pdf,high,confirmed_ready,PDF p.24 only. | Final crop from pdf_page_24 (pdf_box) | Final crop from pdf_page_24 (pdf_box) | Final crop from pdf_page_24 (pdf_box),,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-MOUNTEA-LAYM-MYATA-330-CAN.webp,pdf_page_24
BAVARIA-MOUNTEA-LAYM-MYATA-500-PET,"Холодный чай MOUNTEA Лайм-мята, 0,5 л, ПЭТ",Холодный чай,kholodnyy-chay,MOUNTEA,Лайм-мята,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,24,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,,,official_pdf,high,confirmed_ready,PDF p.24 only. | Final crop from pdf_page_24 (pdf_box) | Final crop from pdf_page_24 (pdf_box) | Final crop from pdf_page_24 (pdf_box),,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-MOUNTEA-LAYM-MYATA-500-PET.webp,pdf_page_24
BAVARIA-MOUNTEA-LESNYE-YAGODY-1500-PET,"Холодный чай MOUNTEA Лесные ягоды, 1,5 л, ПЭТ",Холодный чай,kholodnyy-chay,MOUNTEA,Лесные ягоды,"1,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,24,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,BAVARIA-MOUNTEA-LESNYE-YAGODY-330-CAN,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,official_site,high,confirmed_ready,Crop large Лесные ягоды PET. | Final crop from official_site (site_equal) | Final crop from official_site (site_equal) | Final crop from official_site (site_equal),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/28_1758711718.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-MOUNTEA-LESNYE-YAGODY-1500-PET.webp,official_site
BAVARIA-MOUNTEA-LESNYE-YAGODY-500-PET,"Холодный чай MOUNTEA Лесные ягоды, 0,5 л, ПЭТ",Холодный чай,kholodnyy-chay,MOUNTEA,Лесные ягоды,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,24,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,BAVARIA-MOUNTEA-LESNYE-YAGODY-330-CAN,https://www.bavaria-group.ru/files/beer_items/28_1758711718.png,official_site,high,confirmed_ready,Crop small Лесные ягоды PET. | Final crop from official_site (site_equal) | Final crop from official_site (site_equal) | Final crop from official_site (site_equal),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/28_1758711718.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-MOUNTEA-LESNYE-YAGODY-500-PET.webp,official_site
BAVARIA-MOUNTEA-PERSIK-330-CAN,"Холодный чай MOUNTEA Персик, 0,33 л, банка",Холодный чай,kholodnyy-chay,MOUNTEA,Персик,"0,33 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,24,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,https://www.bavaria-group.ru/beer-product/holodnyj-caj-mountea,BAVARIA-MOUNTEA-PERSIK-1500-PET|BAVARIA-MOUNTEA-PERSIK-500-PET,https://www.bavaria-group.ru/files/beer_items/67_1758711780.png,official_site,high,confirmed_ready,Crop Персик can from official can pair. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/67_1758711780.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-MOUNTEA-PERSIK-330-CAN.webp,official_site
BAVARIA-ROCKET-RIDE-CLASSIC-450-CAN,"Напиток энергетический Rocket Ride Classical, 0,45 л, банка",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Classical,"0,45 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/105_1757076183.png,official_site,high,confirmed_ready,Official Classic CAN+PET; crop can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/105_1757076183.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-CLASSIC-450-CAN.webp,official_site
BAVARIA-ROCKET-RIDE-CLASSIC-500-PET,"Напиток энергетический Rocket Ride Classical, 0,5 л, ПЭТ",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Classical,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/105_1757076183.png,official_site,high,confirmed_ready,Crop PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/105_1757076183.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-CLASSIC-500-PET.webp,official_site
BAVARIA-ROCKET-RIDE-DIKIE-YAGODY-450-CAN,"Напиток энергетический Rocket Ride Дикие Ягоды, 0,45 л, банка",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Дикие Ягоды,"0,45 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/108_1757077083.png,official_site,high,confirmed_ready,Crop can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/108_1757077083.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-DIKIE-YAGODY-450-CAN.webp,official_site
BAVARIA-ROCKET-RIDE-DIKIE-YAGODY-500-PET,"Напиток энергетический Rocket Ride Дикие Ягоды, 0,5 л, ПЭТ",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Дикие Ягоды,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/108_1757077083.png,official_site,high,confirmed_ready,Crop PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/108_1757077083.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-DIKIE-YAGODY-500-PET.webp,official_site
BAVARIA-ROCKET-RIDE-KIVI-YABLOKO-450-CAN,"Напиток энергетический Rocket Ride Киви Яблоко, 0,45 л, банка",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Киви Яблоко,"0,45 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/107_1757076818.png,official_site,high,confirmed_ready,Crop can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/107_1757076818.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-KIVI-YABLOKO-450-CAN.webp,official_site
BAVARIA-ROCKET-RIDE-KIVI-YABLOKO-500-PET,"Напиток энергетический Rocket Ride Киви Яблоко, 0,5 л, ПЭТ",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Киви Яблоко,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/107_1757076818.png,official_site,high,confirmed_ready,Crop PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/107_1757076818.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-KIVI-YABLOKO-500-PET.webp,official_site
BAVARIA-ROCKET-RIDE-LAYM-LEMONGRAS-450-CAN,"Напиток энергетический Rocket Ride Лайм Лемонграсс, 0,45 л, банка",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Лайм Лемонграсс,"0,45 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/109_1757077306.png,official_site,high,confirmed_ready,Crop can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/109_1757077306.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-LAYM-LEMONGRAS-450-CAN.webp,official_site
BAVARIA-ROCKET-RIDE-LAYM-LEMONGRAS-500-PET,"Напиток энергетический Rocket Ride Лайм Лемонграсс, 0,5 л, ПЭТ",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Лайм Лемонграсс,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/109_1757077306.png,official_site,high,confirmed_ready,Crop PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/109_1757077306.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-LAYM-LEMONGRAS-500-PET.webp,official_site
BAVARIA-ROCKET-RIDE-MANGO-APRICOT-450-CAN,"Напиток энергетический Rocket Ride Манго Абрикос, 0,45 л, банка",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Манго Абрикос,"0,45 л",банка,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/106_1757076512.png,official_site,high,confirmed_ready,Crop can. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/106_1757076512.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-MANGO-APRICOT-450-CAN.webp,official_site
BAVARIA-ROCKET-RIDE-MANGO-APRICOT-500-PET,"Напиток энергетический Rocket Ride Манго Абрикос, 0,5 л, ПЭТ",Энергетические напитки,energeticheskie-napitki,Rocket Ride,Манго Абрикос,"0,5 л",ПЭТ,missing,,exact_match_claimed_but_image_url_empty,,,exact,29,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,https://www.bavaria-group.ru/beer-product/vitaminnyj-napitok-rocket-ride,,https://www.bavaria-group.ru/files/beer_items/106_1757076512.png,official_site,high,confirmed_ready,Crop PET. | Final crop from official_site (site_segs) | Final crop from official_site (site_segs) | Final crop from official_site (site_segs),artifacts/bavaria-import/image-completion-2026-07-31/source-downloads/106_1757076512.png,artifacts/bavaria-import/image-completion-2026-07-31/processed/BAVARIA-ROCKET-RIDE-MANGO-APRICOT-500-PET.webp,official_site
